model_name,best_cv_roc_auc,test_accuracy,test_precision,test_recall,test_f1_score,test_roc_auc,best_params
logistic_regression,0.9031400966183576,0.8852459016393442,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.9664502164502164,"{'classifier__C': 0.1, 'classifier__solver': 'liblinear'}"
random_forest,0.9023704154138936,0.9016393442622951,0.84375,0.9642857142857143,0.9,0.9523809523809523,"{'classifier__max_depth': 5, 'classifier__min_samples_leaf': 2, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 200}"
